Date,sp500,bonds,cpi
1976-11-12,99.239998,7.43,58.1
1976-11-15,99.900002,7.41,58.1
1976-11-16,100.040001,7.33,58.1
1976-11-17,100.610001,7.32,58.1
1976-11-18,101.889999,7.33,58.1
1976-11-19,101.919998,7.24,58.1
1976-11-22,102.589996,7.17,58.1
1976-11-23,101.959999,7.16,58.1
1976-11-24,102.410004,7.14,58.1
1976-11-26,103.150002,6.99,58.1
1976-11-29,102.440002,7.02,58.1
1976-11-30,102.099998,7.01,58.1
1976-12-01,102.489998,6.97,58.4
1976-12-02,102.120003,6.92,58.4
1976-12-03,102.760002,6.86,58.4
1976-12-06,103.559998,6.87,58.4
1976-12-07,103.489998,6.88,58.4
1976-12-08,104.080002,6.91,58.4
1976-12-09,104.510002,6.92,58.4
1976-12-10,104.699997,6.82,58.4
1976-12-13,104.629997,6.9,58.4
1976-12-14,105.07,6.89,58.4
1976-12-15,105.139999,6.88,58.4
1976-12-16,104.800003,6.88,58.4
1976-12-17,104.260002,6.88,58.4
1976-12-20,103.650002,6.84,58.4
1976-12-21,104.220001,6.85,58.4
1976-12-22,104.709999,6.86,58.4
1976-12-23,104.839996,6.84,58.4
1976-12-27,106.059998,6.84,58.4
1976-12-28,106.769997,6.86,58.4
1976-12-29,106.339996,6.84,58.4
1976-12-30,106.879997,6.8,58.4
1976-12-31,107.459999,6.81,58.4
1977-01-03,107.0,6.84,58.7
1977-01-04,105.699997,6.9,58.7
1977-01-05,104.760002,6.88,58.7
1977-01-06,105.019997,6.93,58.7
1977-01-07,105.010002,7.07,58.7
1977-01-10,105.199997,7.2,58.7
1977-01-11,104.120003,7.28,58.7
1977-01-12,103.400002,7.26,58.7
1977-01-13,104.199997,7.18,58.7
1977-01-14,104.010002,7.28,58.7
1977-01-17,103.730003,7.28,58.7
1977-01-18,103.32,7.34,58.7
1977-01-19,103.849998,7.28,58.7
1977-01-20,102.970001,7.26,58.7
1977-01-21,103.32,7.28,58.7
1977-01-24,103.25,7.34,58.7
1977-01-25,103.129997,7.32,58.7
1977-01-26,102.339996,7.33,58.7
1977-01-27,101.790001,7.43,58.7
1977-01-28,101.93,7.4,58.7
1977-01-31,102.029999,7.4,58.7
1977-02-01,102.540001,7.41,59.3
1977-02-02,102.360001,7.47,59.3
1977-02-03,101.849998,7.46,59.3
1977-02-04,101.879997,7.28,59.3
1977-02-07,101.889999,7.34,59.3
1977-02-08,101.599998,7.35,59.3
1977-02-09,100.730003,7.34,59.3
1977-02-10,100.82,7.34,59.3
1977-02-11,100.220001,7.36,59.3
1977-02-14,100.739998,7.38,59.3
1977-02-15,101.040001,7.36,59.3
1977-02-16,101.5,7.34,59.3
1977-02-17,100.919998,7.26,59.3
1977-02-18,100.489998,7.41,59.3
1977-02-22,100.489998,7.42,59.3
1977-02-23,100.190002,7.48,59.3
1977-02-24,99.599998,7.5,59.3
1977-02-25,99.480003,7.48,59.3
1977-02-28,99.82,7.45,59.3
1977-03-01,100.660004,7.49,59.6
1977-03-02,100.389999,7.45,59.6
1977-03-03,100.879997,7.43,59.6
1977-03-04,101.199997,7.48,59.6
1977-03-07,101.25,7.5,59.6
1977-03-08,100.870003,7.52,59.6
1977-03-09,100.099998,7.5,59.6
1977-03-10,100.669998,7.49,59.6
1977-03-11,100.650002,7.44,59.6
1977-03-14,101.419998,7.45,59.6
1977-03-15,101.980003,7.44,59.6
1977-03-16,102.169998,7.44,59.6
1977-03-17,102.080002,7.47,59.6
1977-03-18,101.860001,7.44,59.6
1977-03-21,101.309998,7.43,59.6
1977-03-22,101.0,7.43,59.6
1977-03-23,100.199997,7.44,59.6
1977-03-24,99.699997,7.46,59.6
1977-03-25,99.059998,7.48,59.6
1977-03-28,99.0,7.47,59.6
1977-03-29,99.690002,7.47,59.6
1977-03-30,98.540001,7.44,59.6
1977-03-31,98.419998,7.42,59.6
1977-04-01,99.209999,7.43,60.0
1977-04-04,98.230003,7.44,60.0
1977-04-05,98.010002,7.47,60.0
1977-04-06,97.910004,7.46,60.0
1977-04-07,98.349998,7.43,60.0
1977-04-11,98.879997,7.39,60.0
1977-04-12,100.150002,7.39,60.0
1977-04-13,100.160004,7.36,60.0
1977-04-14,101.0,7.22,60.0
1977-04-15,101.040001,7.25,60.0
1977-04-18,100.540001,7.25,60.0
1977-04-19,100.07,7.3,60.0
1977-04-20,100.400002,7.32,60.0
1977-04-21,99.75,7.33,60.0
1977-04-22,98.440002,7.36,60.0
1977-04-25,97.150002,7.4,60.0
1977-04-26,97.110001,7.38,60.0
1977-04-27,97.959999,7.38,60.0
1977-04-28,98.199997,7.4,60.0
1977-04-29,98.440002,7.45,60.0
1977-05-02,98.93,7.45,60.2
1977-05-03,99.43,7.44,60.2
1977-05-04,99.959999,7.45,60.2
1977-05-05,100.110001,7.47,60.2
1977-05-06,99.489998,7.5,60.2
1977-05-09,99.18,7.5,60.2
1977-05-10,99.470001,7.52,60.2
1977-05-11,98.779999,7.52,60.2
1977-05-12,98.730003,7.5,60.2
1977-05-13,99.029999,7.48,60.2
1977-05-16,99.470001,7.46,60.2
1977-05-17,99.769997,7.45,60.2
1977-05-18,100.300003,7.43,60.2
1977-05-19,99.879997,7.49,60.2
1977-05-20,99.449997,7.49,60.2
1977-05-23,98.150002,7.46,60.2
1977-05-24,97.669998,7.41,60.2
1977-05-25,96.769997,7.39,60.2
1977-05-26,97.010002,7.42,60.2
1977-05-27,96.269997,7.38,60.2
1977-05-31,96.120003,7.38,60.2
1977-06-01,96.93,7.38,60.5
1977-06-02,96.739998,7.39,60.5
1977-06-03,97.690002,7.36,60.5
1977-06-06,97.230003,7.37,60.5
1977-06-07,97.730003,7.36,60.5
1977-06-08,98.199997,7.36,60.5
1977-06-09,98.139999,7.35,60.5
1977-06-10,98.459999,7.3,60.5
1977-06-13,98.739998,7.27,60.5
1977-06-14,99.860001,7.22,60.5
1977-06-15,99.610001,7.23,60.5
1977-06-16,99.849998,7.24,60.5
1977-06-17,99.970001,7.24,60.5
1977-06-20,100.419998,7.27,60.5
1977-06-21,100.739998,7.26,60.5
1977-06-22,100.459999,7.25,60.5
1977-06-23,100.620003,7.26,60.5
1977-06-24,101.190002,7.2,60.5
1977-06-27,100.980003,7.2,60.5
1977-06-28,100.139999,7.16,60.5
1977-06-29,100.110001,7.19,60.5
1977-06-30,100.480003,7.2,60.5
1977-07-01,100.099998,7.34,60.8
1977-07-05,100.089996,7.35,60.8
1977-07-06,99.580002,7.37,60.8
1977-07-07,99.93,7.29,60.8
1977-07-08,99.790001,7.31,60.8
1977-07-11,99.550003,7.33,60.8
1977-07-12,99.449997,7.32,60.8
1977-07-13,99.589996,7.28,60.8
1977-07-15,100.18,7.31,60.8
1977-07-18,100.949997,7.34,60.8
1977-07-19,101.790001,7.33,60.8
1977-07-20,101.730003,7.32,60.8
1977-07-21,101.589996,7.32,60.8
1977-07-22,101.669998,7.31,60.8
1977-07-25,100.849998,7.28,60.8
1977-07-26,100.269997,7.28,60.8
1977-07-27,98.639999,7.36,60.8
1977-07-28,98.790001,7.41,60.8
1977-07-29,98.849998,7.42,60.8
1977-08-01,99.120003,7.43,61.1
1977-08-02,98.5,7.44,61.1
1977-08-03,98.370003,7.42,61.1
1977-08-04,98.739998,7.43,61.1
1977-08-05,98.760002,7.42,61.1
1977-08-08,97.989998,7.41,61.1
1977-08-09,98.050003,7.45,61.1
1977-08-10,98.919998,7.46,61.1
1977-08-11,98.160004,7.47,61.1
1977-08-12,97.879997,7.48,61.1
1977-08-15,98.18,7.48,61.1
1977-08-16,97.730003,7.48,61.1
1977-08-17,97.739998,7.44,61.1
1977-08-18,97.68,7.42,61.1
1977-08-19,97.510002,7.4,61.1
1977-08-22,97.790001,7.39,61.1
1977-08-23,97.620003,7.36,61.1
1977-08-24,97.230003,7.35,61.1
1977-08-25,96.150002,7.32,61.1
1977-08-26,96.059998,7.27,61.1
1977-08-29,96.919998,7.25,61.1
1977-08-30,96.379997,7.27,61.1
1977-08-31,96.769997,7.28,61.1
1977-09-01,96.830002,7.3,61.3
1977-09-02,97.449997,7.24,61.3
1977-09-06,97.709999,7.24,61.3
1977-09-07,98.010002,7.26,61.3
1977-09-08,97.279999,7.28,61.3
1977-09-09,96.370003,7.36,61.3
1977-09-12,96.029999,7.38,61.3
1977-09-13,96.089996,7.37,61.3
1977-09-14,96.550003,7.34,61.3
1977-09-15,96.800003,7.33,61.3
1977-09-16,96.480003,7.32,61.3
1977-09-19,95.849998,7.32,61.3
1977-09-20,95.889999,7.36,61.3
1977-09-21,95.099998,7.36,61.3
1977-09-22,95.089996,7.39,61.3
1977-09-23,95.040001,7.39,61.3
1977-09-26,95.379997,7.42,61.3
1977-09-27,95.239998,7.38,61.3
1977-09-28,95.309998,7.38,61.3
1977-09-29,95.849998,7.39,61.3
1977-09-30,96.529999,7.41,61.3
1977-10-03,96.739998,7.41,61.6
1977-10-04,96.029999,7.4,61.6
1977-10-05,95.68,7.4,61.6
1977-10-06,96.050003,7.44,61.6
1977-10-07,95.970001,7.48,61.6
1977-10-10,95.75,7.48,61.6
1977-10-11,94.93,7.54,61.6
1977-10-12,94.040001,7.54,61.6
1977-10-13,93.459999,7.54,61.6
1977-10-14,93.559998,7.54,61.6
1977-10-17,93.470001,7.55,61.6
1977-10-18,93.459999,7.55,61.6
1977-10-19,92.379997,7.54,61.6
1977-10-20,92.669998,7.54,61.6
1977-10-21,92.32,7.55,61.6
1977-10-24,91.629997,7.56,61.6
1977-10-25,91.0,7.58,61.6
1977-10-26,92.099998,7.57,61.6
1977-10-27,92.339996,7.56,61.6
1977-10-28,92.610001,7.56,61.6
1977-10-31,92.339996,7.62,61.6
1977-11-01,91.349998,7.63,62.0
1977-11-02,90.709999,7.69,62.0
1977-11-03,90.760002,7.68,62.0
1977-11-04,91.580002,7.64,62.0
1977-11-07,92.290001,7.62,62.0
1977-11-08,92.459999,7.62,62.0
1977-11-09,92.980003,7.6,62.0
1977-11-10,94.709999,7.59,62.0
1977-11-11,95.980003,7.59,62.0
1977-11-14,95.32,7.56,62.0
1977-11-15,95.93,7.56,62.0
1977-11-16,95.449997,7.55,62.0
1977-11-17,95.160004,7.54,62.0
1977-11-18,95.330002,7.54,62.0
1977-11-21,95.25,7.56,62.0
1977-11-22,96.089996,7.54,62.0
1977-11-23,96.489998,7.52,62.0
1977-11-25,96.690002,7.52,62.0
1977-11-28,96.040001,7.53,62.0
1977-11-29,94.550003,7.55,62.0
1977-11-30,94.830002,7.55,62.0
1977-12-01,94.690002,7.58,62.3
1977-12-02,94.669998,7.59,62.3
1977-12-05,94.269997,7.6,62.3
1977-12-06,92.830002,7.63,62.3
1977-12-07,92.779999,7.63,62.3
1977-12-08,92.959999,7.64,62.3
1977-12-09,93.650002,7.63,62.3
1977-12-12,93.629997,7.64,62.3
1977-12-13,93.559998,7.65,62.3
1977-12-14,94.029999,7.66,62.3
1977-12-15,93.550003,7.67,62.3
1977-12-16,93.400002,7.67,62.3
1977-12-19,92.690002,7.69,62.3
1977-12-20,92.5,7.74,62.3
1977-12-21,93.050003,7.72,62.3
1977-12-22,93.800003,7.75,62.3
1977-12-23,94.690002,7.75,62.3
1977-12-27,94.690002,7.77,62.3
1977-12-28,94.75,7.78,62.3
1977-12-29,94.940002,7.82,62.3
1977-12-30,95.099998,7.78,62.3
1978-01-03,93.82,7.83,62.7
1978-01-04,93.519997,7.82,62.7
1978-01-05,92.739998,7.83,62.7
1978-01-06,91.620003,7.85,62.7
1978-01-09,90.639999,8.01,62.7
1978-01-10,90.169998,8.02,62.7
1978-01-11,89.739998,8.03,62.7
1978-01-12,89.82,8.02,62.7
1978-01-13,89.690002,7.98,62.7
1978-01-16,89.43,7.98,62.7
1978-01-17,89.879997,7.98,62.7
1978-01-18,90.559998,7.98,62.7
1978-01-19,90.089996,7.97,62.7
1978-01-20,89.889999,7.97,62.7
1978-01-23,89.239998,7.97,62.7
1978-01-24,89.25,7.99,62.7
1978-01-25,89.389999,8.0,62.7
1978-01-26,88.580002,7.98,62.7
1978-01-27,88.580002,7.97,62.7
1978-01-30,89.339996,7.96,62.7
1978-01-31,89.25,7.94,62.7
1978-02-01,89.93,7.96,63.0
1978-02-02,90.129997,7.96,63.0
1978-02-03,89.620003,7.97,63.0
1978-02-06,89.5,7.99,63.0
1978-02-07,90.330002,7.99,63.0
1978-02-08,90.830002,8.0,63.0
1978-02-09,90.300003,8.01,63.0
1978-02-10,90.080002,8.02,63.0
1978-02-13,89.860001,8.02,63.0
1978-02-14,89.040001,8.05,63.0
1978-02-15,88.830002,8.08,63.0
1978-02-16,88.080002,8.1,63.0
1978-02-17,87.959999,8.09,63.0
1978-02-21,87.589996,8.1,63.0
1978-02-22,87.559998,8.1,63.0
1978-02-23,87.639999,8.08,63.0
1978-02-24,88.489998,8.04,63.0
1978-02-27,87.720001,8.02,63.0
1978-02-28,87.040001,8.04,63.0
1978-03-01,87.190002,8.05,63.4
1978-03-02,87.32,8.04,63.4
1978-03-03,87.449997,8.04,63.4
1978-03-06,86.900002,8.05,63.4
1978-03-07,87.360001,8.03,63.4
1978-03-08,87.839996,8.03,63.4
1978-03-09,87.889999,8.02,63.4
1978-03-10,88.879997,8.0,63.4
1978-03-13,88.949997,7.99,63.4
1978-03-14,89.349998,7.99,63.4
1978-03-15,89.120003,8.0,63.4
1978-03-16,89.510002,8.0,63.4
1978-03-17,90.199997,8.0,63.4
1978-03-20,90.82,7.97,63.4
1978-03-21,89.790001,7.97,63.4
1978-03-22,89.470001,7.98,63.4
1978-03-23,89.360001,8.01,63.4
1978-03-27,88.870003,8.12,63.4
1978-03-28,89.5,8.12,63.4
1978-03-29,89.639999,8.11,63.4
1978-03-30,89.410004,8.12,63.4
1978-03-31,89.209999,8.15,63.4
1978-04-03,88.459999,8.13,63.9
1978-04-04,88.860001,8.12,63.9
1978-04-05,89.639999,8.14,63.9
1978-04-06,89.790001,8.16,63.9
1978-04-07,90.169998,8.14,63.9
1978-04-10,90.489998,8.15,63.9
1978-04-11,90.25,8.16,63.9
1978-04-12,90.110001,8.16,63.9
1978-04-13,90.980003,8.15,63.9
1978-04-14,92.919998,8.12,63.9
1978-04-17,94.449997,8.08,63.9
1978-04-18,93.43,8.08,63.9
1978-04-19,93.860001,8.13,63.9
1978-04-20,94.540001,8.14,63.9
1978-04-21,94.339996,8.16,63.9
1978-04-24,95.769997,8.18,63.9
1978-04-25,96.639999,8.18,63.9
1978-04-26,96.82,8.22,63.9
1978-04-27,95.860001,8.24,63.9
1978-04-28,96.830002,8.24,63.9
1978-05-01,97.669998,8.24,64.5
1978-05-02,97.25,8.25,64.5
1978-05-03,96.260002,8.28,64.5
1978-05-04,95.93,8.27,64.5
1978-05-05,96.529999,8.34,64.5
1978-05-08,96.190002,8.35,64.5
1978-05-09,95.900002,8.34,64.5
1978-05-10,95.919998,8.34,64.5
1978-05-11,97.199997,8.34,64.5
1978-05-12,98.07,8.36,64.5
1978-05-15,98.760002,8.35,64.5
1978-05-16,99.349998,8.34,64.5
1978-05-17,99.599998,8.33,64.5
1978-05-18,98.620003,8.37,64.5
1978-05-19,98.120003,8.38,64.5
1978-05-22,99.089996,8.38,64.5
1978-05-23,98.050003,8.37,64.5
1978-05-24,97.080002,8.39,64.5
1978-05-25,96.800003,8.4,64.5
1978-05-26,96.580002,8.42,64.5
1978-05-30,96.860001,8.42,64.5
1978-05-31,97.239998,8.42,64.5
1978-06-01,97.349998,8.41,65.0
1978-06-02,98.139999,8.39,65.0
1978-06-05,99.949997,8.38,65.0
1978-06-06,100.32,8.37,65.0
1978-06-07,100.120003,8.37,65.0
1978-06-08,100.209999,8.38,65.0
1978-06-09,99.93,8.41,65.0
1978-06-12,99.550003,8.4,65.0
1978-06-13,99.57,8.41,65.0
1978-06-14,99.480003,8.41,65.0
1978-06-15,98.339996,8.41,65.0
1978-06-16,97.419998,8.43,65.0
1978-06-19,97.489998,8.45,65.0
1978-06-20,96.510002,8.47,65.0
1978-06-21,96.010002,8.5,65.0
1978-06-22,96.239998,8.5,65.0
1978-06-23,95.849998,8.55,65.0
1978-06-26,94.599998,8.59,65.0
1978-06-27,94.980003,8.58,65.0
1978-06-28,95.400002,8.57,65.0
1978-06-29,95.57,8.57,65.0
1978-06-30,95.529999,8.62,65.0
1978-07-03,95.089996,8.59,65.5
1978-07-05,94.269997,8.62,65.5
1978-07-06,94.32,8.62,65.5
1978-07-07,94.889999,8.66,65.5
1978-07-10,95.269997,8.68,65.5
1978-07-11,95.93,8.68,65.5
1978-07-12,96.239998,8.67,65.5
1978-07-13,96.25,8.68,65.5
1978-07-14,97.580002,8.68,65.5
1978-07-17,97.779999,8.65,65.5
1978-07-18,96.870003,8.63,65.5
1978-07-19,98.120003,8.62,65.5
1978-07-20,98.029999,8.66,65.5
1978-07-21,97.75,8.67,65.5
1978-07-24,97.720001,8.67,65.5
1978-07-25,98.440002,8.67,65.5
1978-07-26,99.080002,8.66,65.5
1978-07-27,99.540001,8.58,65.5
1978-07-28,100.0,8.55,65.5
1978-07-31,100.68,8.56,65.5
1978-08-01,100.660004,8.54,65.9
1978-08-02,102.919998,8.44,65.9
1978-08-03,103.510002,8.39,65.9
1978-08-04,103.919998,8.38,65.9
1978-08-07,103.550003,8.36,65.9
1978-08-08,104.010002,8.35,65.9
1978-08-09,104.5,8.34,65.9
1978-08-10,103.660004,8.45,65.9
1978-08-11,103.959999,8.44,65.9
1978-08-14,103.970001,8.45,65.9
1978-08-15,103.849998,8.46,65.9
1978-08-16,104.650002,8.55,65.9
1978-08-17,105.080002,8.48,65.9
1978-08-18,104.730003,8.46,65.9
1978-08-21,103.889999,8.41,65.9
1978-08-22,104.309998,8.41,65.9
1978-08-23,104.910004,8.32,65.9
1978-08-24,105.080002,8.35,65.9
1978-08-25,104.900002,8.34,65.9
1978-08-28,103.959999,8.35,65.9
1978-08-29,103.389999,8.37,65.9
1978-08-30,103.5,8.42,65.9
1978-08-31,103.290001,8.39,65.9
1978-09-01,103.68,8.38,66.5
1978-09-05,104.489998,8.34,66.5
1978-09-06,105.379997,8.35,66.5
1978-09-07,105.419998,8.34,66.5
1978-09-08,106.790001,8.34,66.5
1978-09-11,106.980003,8.31,66.5
1978-09-12,106.989998,8.29,66.5
1978-09-13,106.339996,8.3,66.5
1978-09-14,105.099998,8.32,66.5
1978-09-15,104.120003,8.35,66.5
1978-09-18,103.209999,8.37,66.5
1978-09-19,102.529999,8.38,66.5
1978-09-20,101.730003,8.46,66.5
1978-09-21,101.900002,8.51,66.5
1978-09-22,101.839996,8.56,66.5
1978-09-25,101.860001,8.56,66.5
1978-09-26,102.620003,8.53,66.5
1978-09-27,101.660004,8.54,66.5
1978-09-28,101.959999,8.54,66.5
1978-09-29,102.540001,8.56,66.5
1978-10-02,102.959999,8.58,67.1
1978-10-03,102.599998,8.57,67.1
1978-10-04,103.059998,8.59,67.1
1978-10-05,103.269997,8.6,67.1
1978-10-06,103.519997,8.58,67.1
1978-10-09,104.589996,8.58,67.1
1978-10-10,104.459999,8.58,67.1
1978-10-11,105.389999,8.56,67.1
1978-10-12,104.879997,8.51,67.1
1978-10-13,104.660004,8.52,67.1
1978-10-16,102.610001,8.59,67.1
1978-10-17,101.260002,8.6,67.1
1978-10-18,100.489998,8.62,67.1
1978-10-19,99.330002,8.64,67.1
1978-10-20,97.949997,8.66,67.1
1978-10-23,98.18,8.66,67.1
1978-10-24,97.489998,8.64,67.1
1978-10-25,97.309998,8.65,67.1
1978-10-26,96.029999,8.72,67.1
1978-10-27,94.589996,8.78,67.1
1978-10-30,95.059998,8.88,67.1
1978-10-31,93.150002,8.96,67.1
1978-11-01,96.849998,8.66,67.5
1978-11-02,95.610001,8.73,67.5
1978-11-03,96.18,8.86,67.5
1978-11-06,95.190002,8.85,67.5
1978-11-07,93.849998,8.85,67.5
1978-11-08,94.449997,8.86,67.5
1978-11-09,94.419998,8.87,67.5
1978-11-10,94.769997,8.86,67.5
1978-11-13,93.129997,8.83,67.5
1978-11-14,92.489998,8.82,67.5
1978-11-15,92.709999,8.76,67.5
1978-11-16,93.709999,8.72,67.5
1978-11-17,94.419998,8.72,67.5
1978-11-20,95.25,8.72,67.5
1978-11-21,95.010002,8.77,67.5
1978-11-22,95.480003,8.77,67.5
1978-11-24,95.790001,8.86,67.5
1978-11-27,95.989998,8.86,67.5
1978-11-28,95.150002,8.86,67.5
1978-11-29,93.75,8.86,67.5
1978-11-30,94.699997,8.86,67.5
1978-12-01,96.279999,8.8,67.9
1978-12-04,96.150002,8.82,67.9
1978-12-05,97.440002,8.85,67.9
1978-12-06,97.489998,8.85,67.9
1978-12-07,97.080002,8.89,67.9
1978-12-08,96.629997,8.9,67.9
1978-12-11,97.110001,8.9,67.9
1978-12-12,96.589996,8.92,67.9
1978-12-13,96.059998,8.98,67.9
1978-12-14,96.040001,8.96,67.9
1978-12-15,95.330002,9.0,67.9
1978-12-18,93.440002,9.13,67.9
1978-12-19,94.239998,9.14,67.9
1978-12-20,94.68,9.16,67.9
1978-12-21,94.709999,9.16,67.9
1978-12-22,96.309998,9.11,67.9
1978-12-26,97.519997,9.13,67.9
1978-12-27,96.660004,9.12,67.9
1978-12-28,96.279999,9.16,67.9
1978-12-29,96.110001,9.15,67.9
1979-01-02,96.730003,9.18,68.5
1979-01-03,97.800003,9.16,68.5
1979-01-04,98.580002,9.11,68.5
1979-01-05,99.129997,9.1,68.5
1979-01-08,98.800003,9.14,68.5
1979-01-09,99.330002,9.16,68.5
1979-01-10,98.769997,9.16,68.5
1979-01-11,99.099998,9.15,68.5
1979-01-12,99.93,9.14,68.5
1979-01-15,100.690002,9.15,68.5
1979-01-16,99.459999,9.16,68.5
1979-01-17,99.480003,9.18,68.5
1979-01-18,99.720001,9.18,68.5
1979-01-19,99.75,9.15,68.5
1979-01-22,99.900002,9.12,68.5
1979-01-23,100.599998,9.1,68.5
1979-01-24,100.160004,9.08,68.5
1979-01-25,101.190002,8.98,68.5
1979-01-26,101.860001,8.93,68.5
1979-01-29,101.550003,8.96,68.5
1979-01-30,101.050003,8.95,68.5
1979-01-31,99.93,8.95,68.5
1979-02-01,99.959999,8.94,69.2
1979-02-02,99.5,8.89,69.2
1979-02-05,98.089996,8.95,69.2
1979-02-06,98.050003,9.0,69.2
1979-02-07,97.160004,9.09,69.2
1979-02-08,97.650002,9.09,69.2
1979-02-09,97.870003,9.11,69.2
1979-02-12,98.199997,9.11,69.2
1979-02-13,98.93,9.11,69.2
1979-02-14,98.870003,9.12,69.2
1979-02-15,98.730003,9.12,69.2
1979-02-16,98.669998,9.11,69.2
1979-02-20,99.419998,9.12,69.2
1979-02-21,99.07,9.15,69.2
1979-02-22,98.330002,9.2,69.2
1979-02-23,97.779999,9.21,69.2
1979-02-26,97.669998,9.2,69.2
1979-02-27,96.129997,9.19,69.2
1979-02-28,96.279999,9.17,69.2
1979-03-01,96.900002,9.17,69.9
1979-03-02,96.970001,9.16,69.9
1979-03-05,98.059998,9.11,69.9
1979-03-06,97.870003,9.14,69.9
1979-03-07,98.440002,9.1,69.9
1979-03-08,99.580002,9.1,69.9
1979-03-09,99.540001,9.11,69.9
1979-03-12,99.669998,9.11,69.9
1979-03-13,99.839996,9.11,69.9
1979-03-14,99.709999,9.12,69.9
1979-03-15,99.860001,9.14,69.9
1979-03-16,100.690002,9.12,69.9
1979-03-19,101.059998,9.12,69.9
1979-03-20,100.5,9.13,69.9
1979-03-21,101.25,9.13,69.9
1979-03-22,101.669998,9.12,69.9
1979-03-23,101.599998,9.12,69.9
1979-03-26,101.040001,9.12,69.9
1979-03-27,102.480003,9.11,69.9
1979-03-28,102.120003,9.07,69.9
1979-03-29,102.029999,9.06,69.9
1979-03-30,101.589996,9.11,69.9
1979-04-02,100.900002,9.11,70.6
1979-04-03,102.400002,9.1,70.6
1979-04-04,102.650002,9.09,70.6
1979-04-05,103.260002,9.07,70.6
1979-04-06,103.18,9.1,70.6
1979-04-09,102.870003,9.14,70.6
1979-04-10,103.339996,9.17,70.6
1979-04-11,102.309998,9.2,70.6
1979-04-12,102.0,9.2,70.6
1979-04-16,101.120003,9.19,70.6
1979-04-17,101.239998,9.16,70.6
1979-04-18,101.699997,9.15,70.6
1979-04-19,101.279999,9.15,70.6
1979-04-20,101.230003,9.19,70.6
1979-04-23,101.57,9.21,70.6
1979-04-24,102.199997,9.24,70.6
1979-04-25,102.5,9.23,70.6
1979-04-26,102.010002,9.27,70.6
1979-04-27,101.800003,9.32,70.6
1979-04-30,101.760002,9.35,70.6
1979-05-01,101.68,9.36,71.4
1979-05-02,101.720001,9.34,71.4
1979-05-03,101.809998,9.38,71.4
1979-05-04,100.690002,9.39,71.4
1979-05-07,99.019997,9.39,71.4
1979-05-08,99.169998,9.38,71.4
1979-05-09,99.459999,9.36,71.4
1979-05-10,98.519997,9.36,71.4
1979-05-11,98.519997,9.34,71.4
1979-05-14,98.059998,9.3,71.4
1979-05-15,98.139999,9.32,71.4
1979-05-16,98.419998,9.31,71.4
1979-05-17,99.940002,9.24,71.4
1979-05-18,99.93,9.23,71.4
1979-05-21,100.139999,9.24,71.4
1979-05-22,100.510002,9.15,71.4
1979-05-23,99.889999,9.07,71.4
1979-05-24,99.93,9.06,71.4
1979-05-25,100.220001,9.01,71.4
1979-05-29,100.050003,9.01,71.4
1979-05-30,99.110001,9.01,71.4
1979-05-31,99.080002,9.06,71.4
1979-06-01,99.169998,9.05,72.2
1979-06-04,99.32,9.06,72.2
1979-06-05,100.620003,9.02,72.2
1979-06-06,101.300003,8.97,72.2
1979-06-07,101.790001,8.89,72.2
1979-06-08,101.489998,8.9,72.2
1979-06-11,101.910004,8.94,72.2
1979-06-12,102.849998,8.79,72.2
1979-06-13,102.309998,8.83,72.2
1979-06-14,102.199997,8.87,72.2
1979-06-15,102.089996,8.96,72.2
1979-06-18,101.559998,8.95,72.2
1979-06-19,101.580002,8.95,72.2
1979-06-20,101.629997,8.94,72.2
1979-06-21,102.089996,8.93,72.2
1979-06-22,102.639999,8.98,72.2
1979-06-25,102.089996,8.93,72.2
1979-06-26,101.660004,8.82,72.2
1979-06-27,102.269997,8.8,72.2
1979-06-28,102.800003,8.8,72.2
1979-06-29,102.910004,8.81,72.2
1979-07-02,101.989998,8.76,73.0
1979-07-03,102.089996,8.77,73.0
1979-07-05,102.43,8.8,73.0
1979-07-06,103.620003,8.82,73.0
1979-07-09,104.470001,8.86,73.0
1979-07-10,104.199997,8.92,73.0
1979-07-11,103.639999,8.97,73.0
1979-07-12,102.690002,8.95,73.0
1979-07-13,102.32,8.94,73.0
1979-07-16,102.739998,8.99,73.0
1979-07-17,101.830002,9.01,73.0
1979-07-18,101.690002,9.03,73.0
1979-07-19,101.610001,9.04,73.0
1979-07-20,101.82,8.98,73.0
1979-07-23,101.589996,9.03,73.0
1979-07-24,101.970001,9.06,73.0
1979-07-25,103.080002,8.99,73.0
1979-07-26,103.099998,8.97,73.0
1979-07-27,103.099998,9.02,73.0
1979-07-30,103.150002,9.03,73.0
1979-07-31,103.809998,9.01,73.0
1979-08-01,104.169998,8.99,73.7
1979-08-02,104.099998,8.91,73.7
1979-08-03,104.040001,8.92,73.7
1979-08-06,104.300003,8.91,73.7
1979-08-07,105.650002,8.91,73.7
1979-08-08,105.980003,8.93,73.7
1979-08-09,105.489998,8.97,73.7
1979-08-10,106.400002,9.0,73.7
1979-08-13,107.419998,9.0,73.7
1979-08-14,107.519997,8.98,73.7
1979-08-15,108.25,9.0,73.7
1979-08-16,108.089996,9.0,73.7
1979-08-17,108.300003,9.01,73.7
1979-08-20,108.830002,9.02,73.7
1979-08-21,108.910004,9.04,73.7
1979-08-22,108.989998,9.04,73.7
1979-08-23,108.629997,9.05,73.7
1979-08-24,108.599998,9.14,73.7
