Date,sp500,bonds,cpi
1962-01-02,70.959999,4.06,30.04
1962-01-03,71.129997,4.03,30.04
1962-01-04,70.639999,3.99,30.04
1962-01-05,69.660004,4.02,30.04
1962-01-08,69.120003,4.03,30.04
1962-01-09,69.150002,4.05,30.04
1962-01-10,68.959999,4.07,30.04
1962-01-11,69.370003,4.08,30.04
1962-01-12,69.610001,4.08,30.04
1962-01-15,69.470001,4.1,30.04
1962-01-16,69.07,4.13,30.04
1962-01-17,68.32,4.12,30.04
1962-01-18,68.389999,4.11,30.04
1962-01-19,68.75,4.11,30.04
1962-01-22,68.809998,4.09,30.04
1962-01-23,68.290001,4.11,30.04
1962-01-24,68.400002,4.1,30.04
1962-01-25,68.349998,4.11,30.04
1962-01-26,68.129997,4.11,30.04
1962-01-29,67.900002,4.12,30.04
1962-01-30,68.169998,4.11,30.04
1962-01-31,68.839996,4.1,30.04
1962-02-01,69.260002,4.09,30.11
1962-02-02,69.809998,4.08,30.11
1962-02-05,69.879997,4.07,30.11
1962-02-06,69.959999,4.06,30.11
1962-02-07,70.419998,4.07,30.11
1962-02-08,70.580002,4.07,30.11
1962-02-09,70.480003,4.05,30.11
1962-02-12,70.459999,4.05,30.11
1962-02-13,70.449997,4.03,30.11
1962-02-14,70.419998,4.03,30.11
1962-02-15,70.739998,4.02,30.11
1962-02-16,70.589996,4.02,30.11
1962-02-19,70.410004,4.01,30.11
1962-02-20,70.660004,4.05,30.11
1962-02-21,70.32,4.03,30.11
1962-02-23,70.160004,4.02,30.11
1962-02-26,69.760002,4.0,30.11
1962-02-27,69.889999,4.01,30.11
1962-02-28,69.959999,4.0,30.11
1962-03-01,70.199997,3.98,30.17
1962-03-02,70.160004,3.98,30.17
1962-03-05,70.010002,4.0,30.17
1962-03-06,69.779999,4.01,30.17
1962-03-07,69.690002,4.0,30.17
1962-03-08,70.190002,3.98,30.17
1962-03-09,70.419998,3.96,30.17
1962-03-12,70.400002,3.94,30.17
1962-03-13,70.599998,3.92,30.17
1962-03-14,70.910004,3.93,30.17
1962-03-15,71.059998,3.96,30.17
1962-03-16,70.940002,3.96,30.17
1962-03-19,70.849998,3.93,30.17
1962-03-20,70.660004,3.91,30.17
1962-03-21,70.510002,3.86,30.17
1962-03-22,70.400002,3.83,30.17
1962-03-23,70.449997,3.87,30.17
1962-03-26,69.889999,3.89,30.17
1962-03-27,69.699997,3.9,30.17
1962-03-28,70.040001,3.9,30.17
1962-03-29,70.010002,3.9,30.17
1962-03-30,69.550003,3.86,30.17
1962-04-02,69.370003,3.86,30.21
1962-04-03,68.809998,3.83,30.21
1962-04-04,68.489998,3.78,30.21
1962-04-05,68.910004,3.84,30.21
1962-04-06,68.839996,3.81,30.21
1962-04-09,68.309998,3.83,30.21
1962-04-10,68.559998,3.83,30.21
1962-04-11,68.410004,3.87,30.21
1962-04-12,67.900002,3.86,30.21
1962-04-13,67.900002,3.85,30.21
1962-04-16,67.599998,3.83,30.21
1962-04-17,67.900002,3.82,30.21
1962-04-18,68.269997,3.81,30.21
1962-04-19,68.589996,3.82,30.21
1962-04-23,68.529999,3.86,30.21
1962-04-24,68.459999,3.87,30.21
1962-04-25,67.709999,3.88,30.21
1962-04-26,67.050003,3.89,30.21
1962-04-27,66.300003,3.86,30.21
1962-04-30,65.239998,3.86,30.21
1962-05-01,65.699997,3.85,30.24
1962-05-02,65.989998,3.86,30.24
1962-05-03,66.529999,3.86,30.24
1962-05-04,66.239998,3.87,30.24
1962-05-07,66.019997,3.86,30.24
1962-05-08,65.169998,3.85,30.24
1962-05-09,64.260002,3.82,30.24
1962-05-10,63.57,3.83,30.24
1962-05-11,62.650002,3.82,30.24
1962-05-14,63.099998,3.85,30.24
1962-05-15,64.290001,3.87,30.24
1962-05-16,64.269997,3.86,30.24
1962-05-17,63.93,3.87,30.24
1962-05-18,63.82,3.93,30.24
1962-05-21,63.59,3.94,30.24
1962-05-22,62.34,3.93,30.24
1962-05-23,61.110001,3.91,30.24
1962-05-24,60.619999,3.9,30.24
1962-05-25,59.470001,3.88,30.24
1962-05-28,55.5,3.87,30.24
1962-05-29,58.080002,3.89,30.24
1962-05-31,59.630001,3.9,30.24
1962-06-01,59.380001,3.89,30.21
1962-06-04,57.27,3.88,30.21
1962-06-05,57.57,3.89,30.21
1962-06-06,58.389999,3.89,30.21
1962-06-07,58.400002,3.87,30.21
1962-06-08,58.450001,3.86,30.21
1962-06-11,57.82,3.87,30.21
1962-06-12,56.34,3.86,30.21
1962-06-13,55.5,3.87,30.21
1962-06-14,54.330002,3.9,30.21
1962-06-15,55.889999,3.89,30.21
1962-06-18,55.740002,3.91,30.21
1962-06-19,55.540001,3.93,30.21
1962-06-20,54.779999,3.92,30.21
1962-06-21,53.59,3.9,30.21
1962-06-22,52.68,3.9,30.21
1962-06-25,52.450001,3.95,30.21
1962-06-26,52.32,3.97,30.21
1962-06-27,52.599998,3.96,30.21
1962-06-28,54.41,3.98,30.21
1962-06-29,54.75,4.0,30.21
1962-07-02,55.860001,4.0,30.22
1962-07-03,56.490002,4.0,30.22
1962-07-05,56.810001,4.0,30.22
1962-07-06,56.169998,4.02,30.22
1962-07-09,56.549999,4.05,30.22
1962-07-10,57.200001,4.02,30.22
1962-07-11,57.73,3.99,30.22
1962-07-12,58.029999,4.0,30.22
1962-07-13,57.830002,4.0,30.22
1962-07-16,57.830002,4.01,30.22
1962-07-17,56.779999,4.03,30.22
1962-07-18,56.200001,4.02,30.22
1962-07-19,56.419998,4.02,30.22
1962-07-20,56.810001,4.01,30.22
1962-07-23,56.799999,4.0,30.22
1962-07-24,56.360001,4.01,30.22
1962-07-25,56.459999,4.02,30.22
1962-07-26,56.77,4.01,30.22
1962-07-27,57.200001,4.02,30.22
1962-07-30,57.830002,4.03,30.22
1962-07-31,58.23,4.04,30.22
1962-08-01,57.75,4.03,30.28
1962-08-02,57.98,4.0,30.28
1962-08-03,58.119999,4.01,30.28
1962-08-06,57.75,4.01,30.28
1962-08-07,57.360001,4.02,30.28
1962-08-08,57.509998,4.01,30.28
1962-08-09,57.57,3.99,30.28
1962-08-10,57.549999,3.99,30.28
1962-08-13,57.630001,3.99,30.28
1962-08-14,58.25,3.98,30.28
1962-08-15,58.66,3.98,30.28
1962-08-16,58.639999,3.96,30.28
1962-08-17,59.009998,3.96,30.28
1962-08-20,59.369999,3.94,30.28
1962-08-21,59.119999,3.94,30.28
1962-08-22,59.779999,3.95,30.28
1962-08-23,59.700001,3.95,30.28
1962-08-24,59.580002,3.95,30.28
1962-08-27,59.549999,3.95,30.28
1962-08-28,58.790001,3.96,30.28
1962-08-29,58.66,3.96,30.28
1962-08-30,58.68,3.95,30.28
1962-08-31,59.119999,3.96,30.28
1962-09-04,58.560001,3.96,30.42
1962-09-05,58.119999,3.97,30.42
1962-09-06,58.360001,3.99,30.42
1962-09-07,58.380001,4.01,30.42
1962-09-10,58.450001,4.0,30.42
1962-09-11,58.59,4.0,30.42
1962-09-12,58.84,4.0,30.42
1962-09-13,58.700001,3.99,30.42
1962-09-14,58.889999,3.99,30.42
1962-09-17,59.080002,3.99,30.42
1962-09-18,59.029999,3.98,30.42
1962-09-19,58.950001,3.99,30.42
1962-09-20,58.540001,3.98,30.42
1962-09-21,57.689999,3.98,30.42
1962-09-24,56.630001,3.97,30.42
1962-09-25,56.959999,3.96,30.42
1962-09-26,56.150002,3.95,30.42
1962-09-27,55.77,3.95,30.42
1962-09-28,56.27,3.94,30.42
1962-10-01,55.490002,3.93,30.38
1962-10-02,56.099998,3.92,30.38
1962-10-03,56.16,3.9,30.38
1962-10-04,56.700001,3.9,30.38
1962-10-05,57.07,3.92,30.38
1962-10-08,57.07,3.93,30.38
1962-10-09,57.200001,3.95,30.38
1962-10-10,57.240002,3.93,30.38
1962-10-11,57.049999,3.94,30.38
1962-10-12,56.950001,3.94,30.38
1962-10-15,57.27,3.94,30.38
1962-10-16,57.080002,3.94,30.38
1962-10-17,56.889999,3.94,30.38
1962-10-18,56.34,3.92,30.38
1962-10-19,55.59,3.88,30.38
1962-10-22,54.959999,3.91,30.38
1962-10-23,53.490002,3.94,30.38
1962-10-24,55.209999,3.94,30.38
1962-10-25,54.689999,3.94,30.38
1962-10-26,54.540001,3.93,30.38
1962-10-29,55.720001,3.92,30.38
1962-10-30,56.540001,3.92,30.38
1962-10-31,56.52,3.92,30.38
1962-11-01,57.119999,3.92,30.38
1962-11-02,57.75,3.91,30.38
1962-11-05,58.349998,3.91,30.38
1962-11-07,58.709999,3.91,30.38
1962-11-08,58.32,3.9,30.38
1962-11-09,58.779999,3.89,30.38
1962-11-12,59.59,3.89,30.38
1962-11-13,59.459999,3.9,30.38
1962-11-14,60.16,3.91,30.38
1962-11-15,59.970001,3.91,30.38
1962-11-16,60.16,3.93,30.38
1962-11-19,59.82,3.93,30.38
1962-11-20,60.450001,3.93,30.38
1962-11-21,60.810001,3.92,30.38
1962-11-23,61.540001,3.92,30.38
1962-11-26,61.360001,3.93,30.38
1962-11-27,61.73,3.92,30.38
1962-11-28,62.119999,3.92,30.38
1962-11-29,62.41,3.92,30.38
1962-11-30,62.259998,3.92,30.38
1962-12-03,61.939999,3.93,30.38
1962-12-04,62.639999,3.94,30.38
1962-12-05,62.389999,3.93,30.38
1962-12-06,62.93,3.92,30.38
1962-12-07,63.060001,3.91,30.38
1962-12-10,62.27,3.9,30.38
1962-12-11,62.32,3.89,30.38
1962-12-12,62.630001,3.88,30.38
1962-12-13,62.419998,3.88,30.38
1962-12-14,62.57,3.87,30.38
1962-12-17,62.369999,3.85,30.38
1962-12-18,62.07,3.83,30.38
1962-12-19,62.580002,3.84,30.38
1962-12-20,62.82,3.83,30.38
1962-12-21,62.639999,3.81,30.38
1962-12-24,62.630001,3.79,30.38
1962-12-26,63.02,3.79,30.38
1962-12-27,62.93,3.81,30.38
1962-12-28,62.959999,3.84,30.38
1962-12-31,63.099998,3.85,30.38
1963-01-02,62.689999,3.82,30.44
1963-01-03,63.720001,3.81,30.44
1963-01-04,64.129997,3.84,30.44
1963-01-07,64.120003,3.83,30.44
1963-01-08,64.739998,3.81,30.44
1963-01-09,64.589996,3.82,30.44
1963-01-10,64.709999,3.81,30.44
1963-01-11,64.849998,3.8,30.44
1963-01-14,65.199997,3.81,30.44
1963-01-15,65.110001,3.8,30.44
1963-01-16,64.669998,3.8,30.44
1963-01-17,65.129997,3.82,30.44
1963-01-18,65.18,3.84,30.44
1963-01-21,65.279999,3.85,30.44
1963-01-22,65.440002,3.86,30.44
1963-01-23,65.620003,3.86,30.44
1963-01-24,65.75,3.86,30.44
1963-01-25,65.919998,3.85,30.44
1963-01-28,66.239998,3.86,30.44
1963-01-29,66.230003,3.86,30.44
1963-01-30,65.849998,3.86,30.44
1963-01-31,66.199997,3.87,30.44
1963-02-01,66.309998,3.88,30.48
1963-02-04,66.169998,3.89,30.48
1963-02-05,66.110001,3.9,30.48
1963-02-06,66.400002,3.91,30.48
1963-02-07,66.169998,3.91,30.48
1963-02-08,66.169998,3.91,30.48
1963-02-11,65.760002,3.92,30.48
1963-02-12,65.830002,3.92,30.48
1963-02-13,66.150002,3.92,30.48
1963-02-14,66.349998,3.91,30.48
1963-02-15,66.410004,3.91,30.48
1963-02-18,66.519997,3.91,30.48
1963-02-19,66.199997,3.93,30.48
1963-02-20,65.830002,3.94,30.48
1963-02-21,65.919998,3.95,30.48
1963-02-25,65.459999,3.95,30.48
1963-02-26,65.470001,3.95,30.48
1963-02-27,65.010002,3.95,30.48
1963-02-28,64.290001,3.94,30.48
1963-03-01,64.099998,3.93,30.51
1963-03-04,64.720001,3.92,30.51
1963-03-05,64.739998,3.92,30.51
1963-03-06,64.849998,3.91,30.51
1963-03-07,65.260002,3.92,30.51
1963-03-08,65.330002,3.92,30.51
1963-03-11,65.510002,3.92,30.51
1963-03-12,65.669998,3.92,30.51
1963-03-13,65.910004,3.92,30.51
1963-03-14,65.599998,3.92,30.51
1963-03-15,65.93,3.92,30.51
1963-03-18,65.610001,3.92,30.51
1963-03-19,65.470001,3.92,30.51
1963-03-20,65.949997,3.92,30.51
1963-03-21,65.849998,3.92,30.51
1963-03-22,66.190002,3.93,30.51
1963-03-25,66.209999,3.94,30.51
1963-03-26,66.400002,3.96,30.51
1963-03-27,66.68,3.96,30.51
1963-03-28,66.580002,3.96,30.51
1963-03-29,66.57,3.95,30.51
1963-04-01,66.849998,3.95,30.48
1963-04-02,66.839996,3.96,30.48
1963-04-03,67.360001,3.96,30.48
1963-04-04,67.849998,3.95,30.48
1963-04-05,68.279999,3.95,30.48
1963-04-08,68.519997,3.97,30.48
1963-04-09,68.449997,3.98,30.48
1963-04-10,68.290001,4.0,30.48
1963-04-11,68.769997,4.0,30.48
1963-04-15,69.089996,4.01,30.48
1963-04-16,69.139999,4.0,30.48
1963-04-17,68.919998,4.0,30.48
1963-04-18,68.889999,3.99,30.48
1963-04-19,69.230003,3.97,30.48
1963-04-22,69.300003,3.97,30.48
1963-04-23,69.529999,3.97,30.48
1963-04-24,69.720001,3.96,30.48
1963-04-25,69.760002,3.95,30.48
1963-04-26,69.699997,3.95,30.48
1963-04-29,69.650002,3.95,30.48
1963-04-30,69.800003,3.95,30.48
1963-05-01,69.970001,3.94,30.51
1963-05-02,70.169998,3.94,30.51
1963-05-03,70.029999,3.93,30.51
1963-05-06,69.529999,3.92,30.51
1963-05-07,69.440002,3.91,30.51
1963-05-08,70.010002,3.92,30.51
1963-05-09,70.349998,3.93,30.51
1963-05-10,70.519997,3.93,30.51
1963-05-13,70.480003,3.92,30.51
1963-05-14,70.209999,3.91,30.51
1963-05-15,70.43,3.91,30.51
1963-05-16,70.25,3.9,30.51
1963-05-17,70.290001,3.92,30.51
1963-05-20,69.959999,3.93,30.51
1963-05-21,70.139999,3.92,30.51
1963-05-22,70.139999,3.92,30.51
1963-05-23,70.099998,3.93,30.51
1963-05-24,70.019997,3.95,30.51
1963-05-27,69.870003,3.95,30.51
1963-05-28,70.010002,3.96,30.51
1963-05-29,70.330002,3.96,30.51
1963-05-31,70.800003,3.96,30.51
1963-06-03,70.690002,3.98,30.61
1963-06-04,70.699997,3.98,30.61
1963-06-05,70.529999,3.98,30.61
1963-06-06,70.580002,3.99,30.61
1963-06-07,70.410004,3.99,30.61
1963-06-10,69.940002,3.99,30.61
1963-06-11,70.029999,3.98,30.61
1963-06-12,70.410004,3.99,30.61
1963-06-13,70.230003,3.99,30.61
1963-06-14,70.25,3.99,30.61
1963-06-17,69.949997,4.0,30.61
1963-06-18,70.019997,4.0,30.61
1963-06-19,70.089996,4.0,30.61
1963-06-20,70.010002,4.0,30.61
1963-06-21,70.25,4.0,30.61
1963-06-24,70.199997,4.0,30.61
1963-06-25,70.040001,4.0,30.61
1963-06-26,69.410004,4.0,30.61
1963-06-27,69.07,4.0,30.61
1963-06-28,69.370003,4.0,30.61
1963-07-01,68.860001,4.01,30.69
1963-07-02,69.459999,4.03,30.69
1963-07-03,69.940002,4.03,30.69
1963-07-05,70.220001,4.04,30.69
1963-07-08,69.739998,4.05,30.69
1963-07-09,70.040001,4.04,30.69
1963-07-10,69.889999,4.03,30.69
1963-07-11,69.760002,4.04,30.69
1963-07-12,69.639999,4.03,30.69
1963-07-15,69.199997,4.02,30.69
1963-07-16,69.139999,4.02,30.69
1963-07-17,68.93,4.03,30.69
1963-07-18,68.489998,4.02,30.69
1963-07-19,68.349998,4.02,30.69
1963-07-22,67.900002,4.02,30.69
1963-07-23,67.910004,4.02,30.69
1963-07-24,68.279999,4.01,30.69
1963-07-25,68.260002,4.01,30.69
1963-07-26,68.540001,3.99,30.69
1963-07-29,68.669998,3.99,30.69
1963-07-30,69.239998,4.0,30.69
1963-07-31,69.129997,4.0,30.69
1963-08-01,69.07,3.99,30.75
1963-08-02,69.300003,3.99,30.75
1963-08-05,69.709999,3.99,30.75
1963-08-06,70.169998,4.0,30.75
1963-08-07,69.959999,4.01,30.75
1963-08-08,70.019997,4.0,30.75
1963-08-09,70.480003,4.0,30.75
1963-08-12,70.589996,4.01,30.75
1963-08-13,70.790001,4.02,30.75
1963-08-14,71.07,4.02,30.75
1963-08-15,71.379997,4.01,30.75
1963-08-16,71.489998,4.0,30.75
1963-08-19,71.440002,3.99,30.75
1963-08-20,71.379997,3.99,30.75
1963-08-21,71.290001,4.0,30.75
1963-08-22,71.540001,4.0,30.75
1963-08-23,71.760002,4.0,30.75
1963-08-26,71.910004,4.0,30.75
1963-08-27,71.519997,4.0,30.75
1963-08-28,72.040001,4.0,30.75
1963-08-29,72.160004,4.01,30.75
1963-08-30,72.5,4.02,30.75
1963-09-03,72.660004,4.03,30.72
1963-09-04,72.639999,4.04,30.72
1963-09-05,73.0,4.08,30.72
1963-09-06,72.839996,4.09,30.72
1963-09-09,72.580002,4.09,30.72
1963-09-10,72.989998,4.09,30.72
1963-09-11,73.199997,4.09,30.72
1963-09-12,73.150002,4.09,30.72
1963-09-13,73.169998,4.09,30.72
1963-09-16,73.07,4.09,30.72
1963-09-17,73.120003,4.09,30.72
1963-09-18,72.800003,4.08,30.72
1963-09-19,73.220001,4.08,30.72
1963-09-20,73.300003,4.07,30.72
1963-09-23,72.959999,4.07,30.72
1963-09-24,73.300003,4.08,30.72
1963-09-25,72.889999,4.08,30.72
1963-09-26,72.269997,4.08,30.72
1963-09-27,72.129997,4.07,30.72
1963-09-30,71.699997,4.07,30.72
1963-10-01,72.220001,4.07,30.75
1963-10-02,72.300003,4.07,30.75
1963-10-03,72.830002,4.07,30.75
1963-10-04,72.849998,4.08,30.75
1963-10-07,72.699997,4.08,30.75
1963-10-08,72.599998,4.09,30.75
1963-10-09,71.870003,4.1,30.75
1963-10-10,72.199997,4.1,30.75
1963-10-11,72.269997,4.1,30.75
1963-10-14,72.300003,4.1,30.75
1963-10-15,72.400002,4.11,30.75
1963-10-16,72.970001,4.11,30.75
1963-10-17,73.260002,4.12,30.75
1963-10-18,73.32,4.12,30.75
1963-10-21,73.379997,4.12,30.75
1963-10-22,72.959999,4.11,30.75
1963-10-23,73.0,4.12,30.75
1963-10-24,73.279999,4.11,30.75
1963-10-25,74.010002,4.12,30.75
1963-10-28,74.480003,4.12,30.75
1963-10-29,74.459999,4.13,30.75
1963-10-30,73.800003,4.14,30.75
1963-10-31,74.010002,4.15,30.75
1963-11-01,73.830002,4.15,30.78
1963-11-04,73.449997,4.15,30.78
1963-11-06,72.809998,4.17,30.78
1963-11-07,73.059998,4.17,30.78
1963-11-08,73.360001,4.16,30.78
1963-11-11,73.519997,4.16,30.78
1963-11-12,73.230003,4.16,30.78
1963-11-13,73.290001,4.15,30.78
1963-11-14,72.949997,4.12,30.78
1963-11-15,72.349998,4.11,30.78
1963-11-18,71.830002,4.11,30.78
1963-11-19,71.900002,4.1,30.78
1963-11-20,72.559998,4.09,30.78
1963-11-21,71.620003,4.1,30.78
1963-11-22,69.610001,4.09,30.78
1963-11-26,72.379997,4.08,30.78
1963-11-27,72.25,4.08,30.78
1963-11-29,73.230003,4.08,30.78
1963-12-02,73.660004,4.09,30.88
1963-12-03,73.620003,4.1,30.88
1963-12-04,73.800003,4.1,30.88
1963-12-05,74.279999,4.11,30.88
1963-12-06,74.0,4.11,30.88
1963-12-09,73.959999,4.1,30.88
1963-12-10,73.989998,4.1,30.88
1963-12-11,73.900002,4.12,30.88
1963-12-12,73.910004,4.12,30.88
1963-12-13,74.059998,4.13,30.88
1963-12-16,74.300003,4.15,30.88
1963-12-17,74.739998,4.15,30.88
1963-12-18,74.629997,4.15,30.88
1963-12-19,74.400002,4.14,30.88
1963-12-20,74.279999,4.15,30.88
1963-12-23,73.809998,4.15,30.88
1963-12-24,73.970001,4.15,30.88
1963-12-26,74.32,4.15,30.88
1963-12-27,74.440002,4.15,30.88
1963-12-30,74.559998,4.14,30.88
1963-12-31,75.019997,4.14,30.88
1964-01-02,75.43,4.14,30.94
1964-01-03,75.5,4.15,30.94
1964-01-06,75.669998,4.16,30.94
1964-01-07,75.690002,4.15,30.94
1964-01-08,76.0,4.18,30.94
1964-01-09,76.279999,4.18,30.94
1964-01-10,76.239998,4.18,30.94
1964-01-13,76.220001,4.18,30.94
1964-01-14,76.360001,4.18,30.94
1964-01-15,76.639999,4.18,30.94
1964-01-16,76.550003,4.17,30.94
1964-01-17,76.559998,4.17,30.94
1964-01-20,76.410004,4.16,30.94
1964-01-21,76.620003,4.16,30.94
1964-01-22,77.029999,4.16,30.94
1964-01-23,77.089996,4.16,30.94
1964-01-24,77.110001,4.18,30.94
1964-01-27,77.080002,4.18,30.94
1964-01-28,77.099998,4.17,30.94
1964-01-29,76.629997,4.17,30.94
1964-01-30,76.699997,4.16,30.94
1964-01-31,77.040001,4.15,30.94
1964-02-03,76.970001,4.15,30.91
1964-02-04,76.879997,4.15,30.91
1964-02-05,76.75,4.15,30.91
1964-02-06,76.93,4.14,30.91
1964-02-07,77.18,4.14,30.91
1964-02-10,77.050003,4.14,30.91
1964-02-11,77.330002,4.14,30.91
1964-02-12,77.57,4.14,30.91
1964-02-13,77.519997,4.13,30.91
1964-02-14,77.480003,4.13,30.91
1964-02-17,77.459999,4.13,30.91
1964-02-18,77.470001,4.14,30.91
1964-02-19,77.550003,4.14,30.91
1964-02-20,77.620003,4.14,30.91
1964-02-24,77.68,4.15,30.91
1964-02-25,77.68,4.15,30.91
1964-02-26,77.870003,4.15,30.91
1964-02-27,77.620003,4.17,30.91
1964-02-28,77.800003,4.18,30.91
1964-03-02,77.970001,4.17,30.94
1964-03-03,78.220001,4.18,30.94
1964-03-04,78.07,4.19,30.94
1964-03-05,78.059998,4.19,30.94
1964-03-06,78.309998,4.19,30.94
1964-03-09,78.330002,4.2,30.94
1964-03-10,78.589996,4.2,30.94
1964-03-11,78.949997,4.21,30.94
1964-03-12,79.080002,4.21,30.94
1964-03-13,79.139999,4.22,30.94
1964-03-16,79.139999,4.21,30.94
1964-03-17,79.32,4.22,30.94
1964-03-18,79.379997,4.23,30.94
1964-03-19,79.300003,4.24,30.94
1964-03-20,78.919998,4.25,30.94
1964-03-23,78.93,4.25,30.94
1964-03-24,78.790001,4.26,30.94
1964-03-25,78.980003,4.26,30.94
1964-03-26,79.190002,4.25,30.94
1964-03-30,79.139999,4.25,30.94
1964-03-31,78.980003,4.23,30.94
1964-04-01,79.239998,4.23,30.95
1964-04-02,79.699997,4.24,30.95
1964-04-03,79.940002,4.25,30.95
1964-04-06,80.019997,4.25,30.95
1964-04-07,79.739998,4.25,30.95
1964-04-08,79.75,4.22,30.95
1964-04-09,79.699997,4.22,30.95
1964-04-10,79.849998,4.22,30.95
1964-04-13,79.769997,4.23,30.95
1964-04-14,79.989998,4.24,30.95
1964-04-15,80.089996,4.23,30.95
1964-04-16,80.199997,4.23,30.95
1964-04-17,80.550003,4.24,30.95
1964-04-20,80.5,4.24,30.95
1964-04-21,80.540001,4.23,30.95
1964-04-22,80.489998,4.23,30.95
1964-04-23,80.379997,4.23,30.95
1964-04-24,79.75,4.23,30.95
1964-04-27,79.349998,4.23,30.95
1964-04-28,79.900002,4.23,30.95
1964-04-29,79.699997,4.22,30.95
1964-04-30,79.459999,4.22,30.95
1964-05-01,80.169998,4.22,30.98
1964-05-04,80.470001,4.22,30.98
1964-05-05,80.879997,4.22,30.98
1964-05-06,81.059998,4.22,30.98
1964-05-07,81.150002,4.22,30.98
1964-05-08,81.0,4.2,30.98
1964-05-11,80.900002,4.19,30.98
1964-05-12,81.160004,4.19,30.98
1964-05-13,80.970001,4.19,30.98
1964-05-14,80.860001,4.19,30.98
1964-05-15,81.099998,4.19,30.98
1964-05-18,80.720001,4.19,30.98
1964-05-19,80.300003,4.19,30.98
1964-05-20,80.660004,4.2,30.98
1964-05-21,80.940002,4.2,30.98
1964-05-22,80.730003,4.2,30.98
1964-05-25,80.559998,4.19,30.98
1964-05-26,80.389999,4.19,30.98
1964-05-27,80.260002,4.2,30.98
1964-05-28,80.370003,4.19,30.98
1964-06-01,80.110001,4.19,31.01
1964-06-02,79.699997,4.19,31.01
1964-06-03,79.489998,4.19,31.01
1964-06-04,78.669998,4.19,31.01
1964-06-05,79.019997,4.18,31.01
1964-06-08,78.639999,4.18,31.01
1964-06-09,79.139999,4.17,31.01
1964-06-10,79.440002,4.17,31.01
1964-06-11,79.730003,4.18,31.01
1964-06-12,79.599998,4.18,31.01
1964-06-15,79.970001,4.18,31.01
1964-06-16,80.400002,4.18,31.01
1964-06-17,80.809998,4.18,31.01
1964-06-18,80.790001,4.17,31.01
1964-06-19,80.889999,4.16,31.01
1964-06-22,81.110001,4.15,31.01
1964-06-23,80.769997,4.15,31.01
1964-06-24,81.059998,4.15,31.01
1964-06-25,81.209999,4.15,31.01
1964-06-26,81.459999,4.15,31.01
1964-06-29,81.639999,4.15,31.01
1964-06-30,81.690002,4.15,31.01
1964-07-01,82.269997,4.15,31.02
1964-07-02,82.599998,4.15,31.02
1964-07-06,82.980003,4.16,31.02
1964-07-07,83.120003,4.15,31.02
1964-07-08,83.120003,4.15,31.02
1964-07-09,83.220001,4.18,31.02
1964-07-10,83.360001,4.19,31.02
1964-07-13,83.309998,4.19,31.02
1964-07-14,83.059998,4.19,31.02
1964-07-15,83.339996,4.19,31.02
1964-07-16,83.639999,4.19,31.02
1964-07-17,84.010002,4.2,31.02
1964-07-20,83.739998,4.21,31.02
1964-07-21,83.540001,4.2,31.02
1964-07-22,83.519997,4.21,31.02
1964-07-23,83.480003,4.2,31.02
1964-07-24,83.459999,4.2,31.02
1964-07-27,83.080002,4.2,31.02
1964-07-28,82.849998,4.2,31.02
1964-07-29,82.919998,4.2,31.02
1964-07-30,83.089996,4.19,31.02
1964-07-31,83.18,4.19,31.02
1964-08-03,83.0,4.19,31.05
1964-08-04,81.959999,4.19,31.05
1964-08-05,82.089996,4.19,31.05
1964-08-06,81.339996,4.18,31.05
1964-08-07,81.860001,4.19,31.05
1964-08-10,81.779999,4.19,31.05
1964-08-11,81.760002,4.2,31.05
1964-08-12,82.169998,4.2,31.05
1964-08-13,82.410004,4.19,31.05
1964-08-14,82.349998,4.19,31.05
1964-08-17,82.360001,4.19,31.05
1964-08-18,82.400002,4.19,31.05
1964-08-19,82.32,4.19,31.05
1964-08-20,81.940002,4.19,31.05
1964-08-21,82.07,4.19,31.05
1964-08-24,81.910004,4.19,31.05
1964-08-25,81.440002,4.2,31.05
1964-08-26,81.32,4.2,31.05
1964-08-27,81.699997,4.2,31.05
1964-08-28,81.989998,4.21,31.05
1964-08-31,81.830002,4.21,31.05
1964-09-01,82.18,4.21,31.08
1964-09-02,82.309998,4.22,31.08
1964-09-03,82.559998,4.22,31.08
1964-09-04,82.760002,4.22,31.08
1964-09-08,82.870003,4.22,31.08
1964-09-09,83.050003,4.22,31.08
1964-09-10,83.099998,4.22,31.08
1964-09-11,83.449997,4.22,31.08
1964-09-14,83.220001,4.22,31.08
1964-09-15,83.0,4.22,31.08
1964-09-16,83.239998,4.21,31.08
1964-09-17,83.790001,4.2,31.08
1964-09-18,83.480003,4.2,31.08
1964-09-21,83.860001,4.19,31.08
1964-09-22,83.889999,4.19,31.08
1964-09-23,83.910004,4.19,31.08
1964-09-24,84.0,4.19,31.08
1964-09-25,84.209999,4.19,31.08
1964-09-28,84.279999,4.17,31.08
1964-09-29,84.239998,4.18,31.08
1964-09-30,84.18,4.18,31.08
1964-10-01,84.080002,4.18,31.12
1964-10-02,84.360001,4.18,31.12
1964-10-05,84.739998,4.2,31.12
1964-10-06,84.790001,4.19,31.12
1964-10-07,84.800003,4.19,31.12
1964-10-08,85.040001,4.19,31.12
1964-10-09,85.220001,4.19,31.12
1964-10-12,85.239998,4.19,31.12
1964-10-13,84.959999,4.19,31.12
1964-10-14,84.790001,4.19,31.12
1964-10-15,84.25,4.2,31.12
